platform,followers_count,following_count,posts_count,account_age_days,has_profile_pic,bio_length,verified,engagement_rate,avg_posts_per_day,follower_following_ratio,is_fraud
Instagram,113040,3744,5310,3341,1,225,0,0.1388,1.589,30.18,0
Instagram,981933,442,446,2335,1,208,0,0.0357,0.191,2216.55,0
Instagram,1668371,1186,6627,2025,1,244,0,0.0554,3.273,1405.54,0
Instagram,4907580,410,2896,1997,1,287,0,0.0746,1.45,11940.58,0
Instagram,3293755,2114,721,3744,1,65,0,0.0199,0.193,1557.33,0
Instagram,1618752,3060,2163,4065,1,152,0,0.2137,0.532,528.83,0
Instagram,1500121,2243,9543,4515,0,190,0,0.1108,2.114,668.5,1
Instagram,3759555,2455,3980,4898,1,217,0,0.029,0.813,1530.76,0
Instagram,26856,4710,4502,3488,1,153,0,0.2462,1.291,5.7,0
Instagram,4609738,2845,1725,423,1,276,0,0.2054,4.078,1619.73,0
Instagram,4264473,2523,8885,4808,1,81,0,0.1362,1.848,1689.57,0
Instagram,1873772,1783,3413,3760,1,220,0,0.075,0.908,1050.32,0
Instagram,1519653,1106,494,4395,1,279,1,0.0464,0.112,1372.77,0
Instagram,1968591,938,947,4274,1,110,0,0.1381,0.222,2096.48,0
Instagram,2504709,1961,22,4936,1,91,0,0.2657,0.004,1276.61,0
Instagram,1750790,1983,1128,57,1,11,0,0.0573,19.789,882.45,0
Instagram,863453,1564,557,3521,1,138,0,0.171,0.158,551.73,0
Instagram,879953,2788,9808,4291,0,154,0,0.2885,2.286,315.51,1
Instagram,885471,4431,3730,1203,0,22,0,0.1915,3.101,199.79,1
Instagram,4278434,1004,5341,368,1,219,0,0.1325,14.514,4257.15,0
Instagram,978886,622,6998,1098,1,236,0,0.2152,6.373,1571.25,0
Instagram,3223572,2603,7182,871,1,252,0,0.2475,8.246,1237.93,0
Instagram,2217231,605,7034,4314,0,182,0,0.1776,1.631,3658.8,1
Instagram,179880,851,1656,4776,1,197,0,0.2617,0.347,211.13,0
Instagram,1556568,4449,4173,323,1,169,0,0.1549,12.92,349.79,0
Instagram,3484194,868,5441,1887,1,122,0,0.2492,2.883,4009.43,0
Instagram,2659133,454,8998,1352,1,33,0,0.2857,6.655,5844.25,0
Instagram,4113690,1798,3312,1677,1,2,0,0.1509,1.975,2286.65,0
Instagram,4500448,4327,8645,4928,1,5,0,0.1819,1.754,1039.84,0
Instagram,1236547,3464,2324,3650,1,101,0,0.1832,0.637,356.87,0
Instagram,4877758,3962,9639,4556,1,191,0,0.2346,2.116,1230.82,0
Instagram,1547311,4697,5595,3124,1,12,0,0.2471,1.791,329.36,0
Instagram,866233,1040,5984,3521,1,35,0,0.0091,1.7,832.12,1
Instagram,622943,1305,2511,3525,0,69,0,0.2203,0.712,476.99,1
Instagram,4539064,2073,362,4612,1,288,0,0.2354,0.078,2188.56,0
Instagram,3896008,1457,3454,3831,1,104,0,0.2104,0.902,2672.16,0
Instagram,4826897,2055,2798,118,1,203,0,0.2144,23.712,2347.71,0
Instagram,451207,4629,4620,4396,1,54,0,0.0134,1.051,97.45,0
Instagram,1265948,2860,3255,1986,1,106,0,0.1332,1.639,442.48,0
Instagram,2120589,3834,1217,929,0,140,0,0.2456,1.31,552.96,1
Instagram,880462,2078,1485,3507,0,224,0,0.2803,0.423,423.5,1
Instagram,3231235,3771,5349,1774,1,35,0,0.0696,3.015,856.64,0
Instagram,2241331,2285,7195,4403,1,132,0,0.1742,1.634,980.46,0
Instagram,3734094,1818,7750,2283,1,24,0,0.2415,3.395,2052.83,0
Instagram,317925,1321,6079,3691,1,36,0,0.226,1.647,240.49,0
Instagram,1228387,4065,9399,2990,1,18,0,0.186,3.143,302.11,0
Instagram,2666128,2461,9640,1663,1,34,0,0.0066,5.797,1082.91,1
Instagram,484864,1099,8035,891,1,5,0,0.2174,9.018,440.79,0
Instagram,1226184,1682,1507,4731,1,198,0,0.2322,0.319,728.57,0
Instagram,3690633,3685,1003,1043,1,33,0,0.2171,0.962,1001.26,0
Instagram,2520157,4542,6403,3329,1,55,0,0.23,1.923,554.73,0
Instagram,1630718,4934,925,1536,1,255,0,0.1298,0.602,330.44,0
Instagram,1599958,4364,8275,3235,0,210,0,0.2981,2.558,366.54,1
Instagram,2164462,2013,6583,4833,1,96,0,0.2315,1.362,1074.71,0
Instagram,2353897,4208,3927,1007,1,281,0,0.174,3.9,559.25,0
Instagram,2630196,4874,9734,3491,1,240,0,0.2803,2.788,539.53,0
Instagram,2892528,1134,985,1847,1,169,0,0.2726,0.533,2548.48,0
Instagram,1984167,1231,4231,3714,1,293,1,0.2446,1.139,1610.53,0
Instagram,2443332,2870,5302,4088,1,226,0,0.1695,1.297,851.04,0
Instagram,29775,2283,5291,2664,1,126,0,0.1586,1.986,13.04,0
Instagram,1185624,3000,908,4931,1,279,0,0.0993,0.184,395.08,0
Instagram,4298909,2520,5051,4845,1,20,0,0.076,1.043,1705.24,0
Instagram,795978,246,2586,3696,1,245,0,0.1542,0.7,3222.58,0
Instagram,888086,1154,9335,978,0,89,0,0.1738,9.545,768.91,1
Instagram,2971833,3263,1331,503,1,5,0,0.0741,2.646,910.49,0
Instagram,2662811,3792,6851,597,1,265,0,0.2769,11.476,702.03,0
Instagram,2513074,776,9745,3462,1,96,0,0.1676,2.815,3234.33,0
Instagram,2540084,2691,1806,4053,0,149,1,0.1584,0.446,943.57,1
Instagram,2398133,2675,805,2288,0,79,0,0.1313,0.352,896.16,1
Instagram,2553364,1769,4147,3174,1,16,0,0.0184,1.307,1442.58,0
Instagram,4740369,3501,71,4340,1,137,0,0.2648,0.016,1353.62,0
Instagram,3909489,2825,27,2012,1,139,0,0.0958,0.013,1383.4,0
Instagram,3911196,3523,8660,1126,1,39,0,0.1931,7.691,1109.87,0
Instagram,1640970,505,3983,3600,0,167,0,0.1826,1.106,3243.02,1
Instagram,1707067,3190,8955,3420,1,73,0,0.1758,2.618,534.96,0
Instagram,689606,3940,7055,2702,1,73,0,0.1582,2.611,174.98,0
Instagram,2789297,2082,6690,3676,1,49,0,0.0553,1.82,1339.08,0
Instagram,2857311,347,9616,2449,1,9,0,0.0849,3.927,8210.66,0
Instagram,3225880,3959,3832,4309,1,102,0,0.1577,0.889,814.62,0
Instagram,2253772,3118,9867,3378,1,298,0,0.237,2.921,722.59,0
Instagram,1649779,1827,559,703,1,103,0,0.1302,0.795,902.5,0
Instagram,1116321,146,7957,2832,1,289,0,0.062,2.81,7594.02,0
Instagram,2528318,2565,3831,2399,1,279,0,0.0273,1.597,985.31,0
Instagram,3099605,4425,7344,4560,1,141,0,0.1992,1.611,700.32,0
Instagram,1681691,925,5171,1096,1,296,0,0.1276,4.718,1816.08,0
Instagram,516459,3548,78,717,0,169,0,0.0385,0.109,145.52,1
Instagram,666215,2110,4929,98,1,12,0,0.2027,50.296,315.59,0
Instagram,2788413,2917,3647,2133,0,156,0,0.0631,1.71,955.59,1
Instagram,4476371,2924,1031,449,0,173,0,0.1532,2.296,1530.38,1
Instagram,3710438,1992,7381,4028,1,161,0,0.0926,1.832,1861.74,0
Instagram,3235242,3880,2072,2627,1,131,0,0.2796,0.789,833.61,0
Instagram,2767941,4538,6911,4368,1,27,0,0.0693,1.582,609.81,0
Instagram,3263100,3577,6088,2154,1,82,0,0.1266,2.826,911.99,0
Instagram,1740737,1008,1484,3922,0,268,0,0.2879,0.378,1725.21,1
Instagram,1935140,2157,5838,469,1,250,0,0.0963,12.448,896.73,0
Instagram,745232,4704,1550,1316,1,105,0,0.1937,1.178,158.39,0
Instagram,3937320,405,5497,1238,1,260,0,0.0957,4.44,9697.83,0
Instagram,417028,3608,4682,1108,1,13,0,0.0341,4.226,115.55,0
Instagram,1033366,4520,1829,2593,1,79,0,0.1886,0.705,228.57,0
Instagram,4819125,948,3751,3653,1,159,0,0.2749,1.027,5078.11,0
Instagram,2621088,1646,6081,1283,1,177,0,0.1363,4.74,1591.43,0
Instagram,3380405,2734,6601,3387,1,154,0,0.1882,1.949,1235.98,0
Instagram,4736955,2520,4459,3239,1,34,0,0.1831,1.377,1879,0
Instagram,1770535,4646,3856,3579,1,258,0,0.1251,1.077,381.01,0
Instagram,4742347,1659,6182,644,1,259,0,0.1849,9.599,2856.84,0
Instagram,3868502,3700,6083,3108,1,134,0,0.0785,1.957,1045.26,0
Instagram,4005655,3445,7970,2753,0,130,0,0.114,2.895,1162.41,1
Instagram,2201094,3211,2094,3520,1,80,0,0.1333,0.595,685.27,0
Instagram,1312793,4189,6238,3573,1,58,0,0.2593,1.746,313.32,0
Instagram,2741144,4376,3032,4545,1,73,0,0.1052,0.667,626.26,0
Instagram,1927255,2301,1548,1930,1,238,0,0.1909,0.802,837.21,0
Instagram,3734495,4493,8559,4401,1,128,0,0.0648,1.945,831,0
Instagram,104245,223,64,1742,1,137,0,0.0765,0.037,465.38,0
Instagram,4101086,3247,3299,2359,0,102,0,0.1949,1.398,1262.65,1
Instagram,1338536,3872,4849,3649,1,8,0,0.2289,1.329,345.61,0
Instagram,2165301,68,5639,1224,1,231,0,0.1392,4.607,31381.17,0
Instagram,1477902,2940,2035,4936,1,98,0,0.1012,0.412,502.52,0
Instagram,3214900,4948,5674,1408,1,217,0,0.2732,4.03,649.61,0
Instagram,1720073,2981,2228,1342,1,236,1,0.0416,1.66,576.82,0
Instagram,2670358,1537,5620,2945,1,221,0,0.2165,1.908,1736.25,0
Instagram,3562219,132,596,779,1,167,0,0.2074,0.765,26783.6,0
Instagram,4027496,3729,3606,330,1,61,0,0.2074,10.927,1079.76,0
Instagram,486325,1446,3889,4725,1,9,0,0.2807,0.823,336.09,0
Instagram,298921,1172,3506,4012,1,233,0,0.2187,0.874,254.83,0
Instagram,1157705,3310,1395,4654,1,86,0,0.0912,0.3,349.65,0
Instagram,2949331,3355,9778,3867,1,266,0,0.1067,2.529,878.82,0
Instagram,1294979,2496,7529,307,0,203,0,0.1179,24.524,518.61,1
Instagram,2504644,571,8303,4788,0,240,0,0.0102,1.734,4378.75,1
Instagram,1243344,3991,452,2588,1,55,0,0.2741,0.175,311.46,0
Instagram,3567725,1747,7336,3947,1,109,0,0.023,1.859,2041.03,0
Instagram,896866,914,2631,2191,0,48,0,0.2102,1.201,980.18,1
Instagram,3807135,3564,2186,4705,1,242,0,0.2193,0.465,1067.92,0
Instagram,2414852,4500,5967,1419,1,15,0,0.2533,4.205,536.51,0
Instagram,443081,1736,6374,720,1,72,0,0.1665,8.853,255.08,0
Instagram,1090718,2933,5358,4762,0,201,0,0.2179,1.125,371.75,1
Instagram,2790423,3541,4348,3498,1,92,0,0.0915,1.243,787.81,0
Instagram,3683494,3916,1459,1878,1,136,0,0.2239,0.777,940.39,0
Instagram,3916693,944,1942,4948,1,32,0,0.1037,0.392,4144.65,0
Instagram,3287108,84,5422,3846,0,87,0,0.2709,1.41,38671.86,1
Instagram,3203553,304,5196,969,1,202,0,0.0499,5.362,10503.45,0
Instagram,1785566,30,61,3212,1,38,0,0.0954,0.019,57598.9,0
Instagram,4158229,3252,1494,3339,1,113,0,0.1501,0.447,1278.28,0
Instagram,291048,1048,1180,2080,1,246,0,0.233,0.567,277.45,0
Instagram,4855970,4665,6268,1776,1,207,0,0.2249,3.529,1040.71,0
Instagram,1828072,1119,2788,2481,0,296,0,0.064,1.124,1632.21,1
Instagram,3048643,3781,4636,54,1,210,0,0.0441,85.852,806.09,0
Instagram,1409904,381,4721,2586,1,58,0,0.0919,1.826,3690.85,0
Instagram,181410,4923,5710,90,1,155,0,0.1456,63.444,36.84,0
Instagram,2444076,1184,7702,152,1,121,0,0.1622,50.671,2062.51,0
Instagram,2515469,1174,105,2132,1,119,0,0.1293,0.049,2140.82,0
Instagram,4138336,1102,9346,1216,1,296,0,0.1993,7.686,3751.89,0
Instagram,1291260,1293,4087,1760,0,61,0,0.1288,2.322,997.88,1
Instagram,2643111,2021,9900,4671,1,157,0,0.284,2.119,1307.18,0
Instagram,3584247,855,3925,4119,1,39,0,0.079,0.953,4187.2,0
Instagram,312005,2001,1908,2502,1,241,0,0.1886,0.763,155.85,0
Instagram,2127649,530,2049,2995,0,39,0,0.1838,0.684,4006.87,1
Instagram,2225248,4476,9466,2307,1,189,0,0.0852,4.103,497.04,0
Instagram,4933644,4206,9137,4117,1,233,0,0.1241,2.219,1172.72,0
Instagram,1565120,4766,8172,2994,1,14,0,0.1103,2.729,328.32,0
Instagram,3831392,252,3904,1340,0,123,0,0.0526,2.913,15143.84,1
Instagram,4835501,2810,3796,184,0,227,1,0.1437,20.63,1720.21,1
Instagram,4382844,4617,292,2242,1,279,0,0.1166,0.13,949.08,0
Instagram,4698763,2906,6266,3283,1,47,0,0.0543,1.909,1616.36,0
Instagram,3790378,2612,6370,1292,1,188,0,0.1355,4.93,1450.58,0
Instagram,4710949,2283,4860,1392,1,46,0,0.1271,3.491,2062.59,0
Instagram,3896942,1551,3729,967,1,183,0,0.0403,3.856,2510.92,0
Instagram,4858043,2775,7962,541,1,104,0,0.0402,14.717,1750.02,0
Instagram,2263139,2124,5510,216,1,246,1,0.1946,25.509,1065.01,0
Instagram,3462142,4501,8619,1875,0,263,0,0.2123,4.597,769.02,1
Instagram,4437660,4717,6761,1732,1,205,0,0.2824,3.904,940.58,0
Instagram,3239586,3093,6110,420,0,17,0,0.027,14.548,1047.05,1
Instagram,2326183,1867,6955,684,1,250,0,0.0362,10.168,1245.28,0
Instagram,1739511,779,106,4301,0,237,0,0.0165,0.025,2230.14,1
Instagram,2150274,1432,4754,2851,0,65,0,0.1601,1.667,1500.54,1
Instagram,4002763,416,5278,793,1,149,0,0.1872,6.656,9598.95,0
Instagram,587150,2982,6408,3430,1,192,0,0.1217,1.868,196.83,0
Instagram,3415921,1882,7635,4836,1,146,0,0.2396,1.579,1814.08,0
Instagram,2381782,2704,1225,3297,1,182,0,0.2063,0.372,880.51,0
Instagram,1878021,2279,4250,1115,0,105,0,0.2958,3.812,823.69,1
Instagram,4963451,4759,895,1959,0,235,0,0.0422,0.457,1042.74,1
Instagram,2349366,1191,1620,4406,1,125,0,0.0184,0.368,1970.94,0
Instagram,4041109,1449,5088,1993,1,178,0,0.0832,2.553,2786.97,0
Instagram,2866807,3063,5419,1815,1,12,0,0.0067,2.986,935.64,1
Instagram,1336971,3343,1385,2304,1,230,0,0.2799,0.601,399.81,0
Instagram,2247989,2907,2433,2716,1,27,0,0.0919,0.896,773.04,0
Instagram,4354735,2913,1301,2998,1,260,0,0.1662,0.434,1494.42,0
Instagram,1578019,238,6858,4602,0,99,0,0.0961,1.49,6602.59,1
Instagram,3935049,3969,8950,745,1,187,0,0.0745,12.013,991.2,0
Instagram,4263274,1903,8938,272,1,299,0,0.0466,32.86,2239.11,0
Instagram,2747226,1323,8784,3945,1,118,0,0.0968,2.227,2074.94,0
Instagram,3028199,1080,5644,1553,1,45,0,0.185,3.634,2801.29,0
Instagram,2638559,984,5088,867,1,67,0,0.2915,5.869,2678.74,0
Instagram,3651437,1748,9260,3353,1,170,0,0.1679,2.762,2087.73,0
Instagram,2104733,3295,5440,2983,1,195,0,0.1603,1.824,638.57,0
Instagram,2527469,767,7493,1375,1,19,0,0.0115,5.449,3290.98,0
Instagram,1711722,3105,6291,2453,1,110,0,0.2522,2.565,551.1,0
Instagram,3212933,330,3307,2058,0,145,0,0.0144,1.607,9706.75,1
Instagram,3028681,2331,8894,1462,1,191,0,0.272,6.083,1298.75,0
Instagram,2571215,565,4708,269,1,228,0,0.1621,17.502,4542.78,0
Instagram,1778589,4949,104,168,1,11,0,0.0514,0.619,359.31,0
Instagram,4024783,1396,9689,3223,1,216,0,0.1361,3.006,2881.02,0
Instagram,4859271,4773,3833,449,1,78,0,0.2985,8.537,1017.86,0
Instagram,1414072,3057,395,333,1,35,0,0.0922,1.186,462.42,0
Instagram,3801300,2437,3517,2192,1,263,0,0.0816,1.604,1559.19,0
Instagram,952296,2014,3291,2056,1,27,0,0.0363,1.601,472.6,0
Instagram,19725,1940,2010,4132,0,85,0,0.1795,0.486,10.16,1
Instagram,74047,4851,4537,2256,1,187,0,0.0277,2.011,15.26,0
Instagram,967611,4780,9860,1198,1,253,0,0.23,8.23,202.39,0
Instagram,1998721,2173,4968,445,1,79,0,0.2758,11.164,919.37,0
Instagram,486849,3877,4762,2743,1,185,0,0.2796,1.736,125.54,0
Instagram,4950032,2436,1051,179,1,4,0,0.0333,5.872,2031.2,0
Instagram,2238107,3803,2841,2474,1,45,0,0.1679,1.148,588.36,0
Instagram,4464394,2523,6618,868,1,101,0,0.03,7.624,1768.78,0
Instagram,2409079,3813,4723,1726,1,1,0,0.172,2.736,631.64,0
Instagram,3921501,2337,7472,4369,0,216,0,0.2447,1.71,1677.29,1
Instagram,566138,627,7913,1940,1,24,0,0.1618,4.079,901.49,0
Instagram,1763049,2175,5524,1451,1,256,0,0.2617,3.807,810.22,0
Instagram,658053,3318,3584,3031,1,222,0,0.2407,1.182,198.27,0
Instagram,2400131,1002,8539,1350,0,68,0,0.0837,6.325,2392.95,1
Instagram,805163,1387,1263,4065,1,196,0,0.1894,0.311,580.09,0
Instagram,2463210,4391,4665,1553,1,271,0,0.0032,3.004,560.84,1
Instagram,933446,3184,8014,3908,0,181,1,0.1194,2.051,293.08,1
Instagram,3162851,4792,1351,582,1,17,0,0.0722,2.321,659.89,0
Instagram,4034514,1315,6980,3786,1,106,0,0.2812,1.844,3065.74,0
Instagram,1603596,4843,7190,3701,1,16,0,0.1222,1.943,331.05,0
Instagram,2092151,3088,3827,511,0,124,0,0.1966,7.489,677.29,1
Instagram,1959360,2696,8861,629,1,81,0,0.2199,14.087,726.5,0
Instagram,1456131,2993,2646,1194,1,3,0,0.2322,2.216,486.35,0
Instagram,115409,2533,266,4708,1,114,0,0.221,0.056,45.54,0
Instagram,2163909,3592,9630,4262,1,136,0,0.0875,2.26,602.26,0
Instagram,4445705,1495,7434,1033,1,286,0,0.2061,7.197,2971.73,0
Instagram,3735494,2110,1022,2012,1,227,0,0.1652,0.508,1769.54,0
Instagram,3541533,4591,7947,1664,0,15,0,0.1796,4.776,771.24,1
Instagram,2592681,3725,2037,3027,1,297,0,0.0012,0.673,695.83,1
Instagram,1684401,2011,8756,716,1,211,0,0.0782,12.229,837.18,0
Instagram,1512810,1397,7778,3444,1,245,0,0.2793,2.258,1082.12,0
Instagram,1462486,3193,1059,1789,1,285,0,0.0877,0.592,457.89,0
Instagram,3557739,1040,1424,4967,0,281,1,0.132,0.287,3417.62,1
Instagram,4446278,1775,4123,2510,1,176,0,0.0568,1.643,2503.53,0
Instagram,2880643,4773,219,1367,1,30,0,0.0424,0.16,603.4,0
Instagram,1863286,1230,405,144,1,49,0,0.0634,2.812,1513.64,0
Instagram,2346632,4940,9829,3987,1,142,0,0.1665,2.465,474.93,0
Instagram,3573515,4981,2318,598,1,51,0,0.2758,3.876,717.29,0
Instagram,3767305,3816,9951,1583,1,232,0,0.0985,6.286,986.98,0
Instagram,1599842,2424,9866,2719,0,165,0,0.0977,3.629,659.73,1
Instagram,4474820,4355,8983,4620,1,37,0,0.1697,1.944,1027.28,0
Instagram,450980,1628,5058,3370,1,19,0,0.1077,1.501,276.84,0
Instagram,4747697,1273,1309,3018,1,98,0,0.2732,0.434,3726.61,0
Instagram,2402237,881,7621,3181,1,214,0,0.114,2.396,2723.62,0
Instagram,3498458,844,4929,3557,1,43,0,0.1476,1.386,4140.19,0
Instagram,2365650,2832,9522,3045,1,110,0,0.1605,3.127,835.03,0
Instagram,3677411,928,8702,851,1,88,0,0.2348,10.226,3958.46,0
Instagram,3038965,1734,8683,3604,1,117,0,0.1696,2.409,1751.56,0
Instagram,91056,2423,1617,3817,1,238,0,0.0725,0.424,37.56,0
Instagram,4151835,1323,1520,1638,1,71,0,0.0381,0.928,3135.83,0
Instagram,4078634,4508,7892,589,1,162,1,0.2814,13.399,904.55,0
Instagram,4323704,2115,1583,4093,1,250,0,0.2407,0.387,2043.34,0
Instagram,688775,2578,6704,4465,1,194,0,0.0079,1.501,267.07,1
Instagram,2903080,1148,7988,641,1,59,0,0.2466,12.462,2526.61,0
Instagram,788818,219,6583,2193,1,97,0,0.1776,3.002,3585.54,0
Instagram,206537,1074,1575,1911,1,72,0,0.1561,0.824,192.13,0
Instagram,3637870,4921,6935,4199,1,221,1,0.0047,1.652,739.1,1
Instagram,3284371,2230,9953,3893,1,118,0,0.2345,2.557,1472.15,0
Instagram,678891,243,6176,3738,1,181,0,0.0602,1.652,2782.34,0
Instagram,2939352,802,9238,1739,0,217,0,0.2187,5.312,3660.46,1
Instagram,3452551,3120,2613,1791,1,255,0,0.0057,1.459,1106.23,1
Instagram,45282,2176,3892,1722,1,87,0,0.2391,2.26,20.8,0
Instagram,2445890,344,8653,1275,0,274,0,0.0079,6.787,7089.54,1
Instagram,1379954,1369,6733,155,1,25,0,0.0715,43.439,1007.27,0
Instagram,3849083,1224,4431,4782,1,120,0,0.0812,0.927,3142.11,0
Instagram,1437238,4429,8112,1229,1,288,0,0.0481,6.6,324.43,0
Instagram,1656371,293,1381,2741,1,29,0,0.1448,0.504,5633.91,0
Instagram,538695,222,9337,3476,1,201,0,0.0858,2.686,2415.67,0
Instagram,1572001,1668,3515,1020,1,35,0,0.298,3.446,941.88,0
Instagram,4525171,4088,4454,3095,1,124,0,0.1744,1.439,1106.67,0
Instagram,2829505,4857,7769,4984,1,222,0,0.1704,1.559,582.44,0
Instagram,2503342,1427,6489,1551,1,234,0,0.067,4.184,1753.04,0
Instagram,2190471,2396,8384,4758,1,123,0,0.1232,1.762,913.84,0
Instagram,3366873,1804,3534,2528,1,170,0,0.0381,1.398,1865.3,0
Instagram,2610519,114,755,2595,1,180,0,0.229,0.291,22700.17,0
Instagram,2167404,4875,9876,4820,0,214,1,0.1,2.049,444.5,1
Instagram,1097403,3903,2525,2627,0,117,0,0.2258,0.961,281.1,1
Instagram,4385060,3855,827,145,1,226,0,0.1121,5.703,1137.2,0
Instagram,4818800,3700,9081,1061,1,36,0,0.2966,8.559,1302.03,0
Instagram,4991586,3302,4748,1271,1,95,0,0.0522,3.736,1511.23,0
Instagram,824305,388,2333,1772,1,119,0,0.0015,1.317,2119.04,1
Instagram,3471800,3303,4946,3668,1,11,0,0.1789,1.348,1050.79,0
Instagram,4475206,3339,8302,4429,1,121,0,0.2859,1.874,1339.88,0
Instagram,2765381,4818,8046,4120,1,34,0,0.1945,1.953,573.85,0
Instagram,588208,3448,8984,2005,1,250,0,0.0266,4.481,170.54,0
Instagram,2630773,234,7181,4213,1,66,0,0.1626,1.704,11194.78,0
Instagram,3831711,747,3414,4433,1,37,0,0.2729,0.77,5122.61,0
Instagram,865189,245,9501,4927,1,279,0,0.0029,1.928,3517.03,1
Instagram,1578688,4288,6457,193,0,229,0,0.0509,33.456,368.08,1
Instagram,3766534,721,6749,3340,1,167,0,0.2446,2.021,5216.81,0
Instagram,2901767,1898,296,3418,0,245,0,0.2683,0.087,1528.05,1
Instagram,2211788,4728,9821,1025,1,78,0,0.2124,9.581,467.71,0
Instagram,289818,1269,568,1907,1,113,1,0.2975,0.298,228.2,0
Instagram,2639979,758,5283,1853,1,216,0,0.028,2.851,3478.23,0
Instagram,3133261,3996,7664,4936,1,199,0,0.1642,1.553,783.9,0
Instagram,2268235,3561,7511,2325,1,241,0,0.2058,3.231,636.79,0
Instagram,3227594,519,5465,3294,1,12,0,0.2111,1.659,6206.91,0
Instagram,1726249,1833,8263,1378,1,206,0,0.2383,5.996,941.25,0
Instagram,4470063,4890,4382,1833,1,261,0,0.2754,2.391,913.94,0
Instagram,4368377,2951,65,2281,0,96,0,0.1091,0.028,1479.8,1
Instagram,443995,4242,879,2930,1,70,0,0.0138,0.3,104.64,0
Instagram,21303,2144,8259,1623,1,229,0,0.1094,5.089,9.93,0
Instagram,3603160,1787,9408,462,0,299,0,0.2018,20.364,2015.19,1
Instagram,2276837,1232,7222,3847,1,31,0,0.0648,1.877,1846.58,0
Instagram,2254664,3677,5069,4947,1,249,0,0.2432,1.025,613.01,0
Instagram,3852716,1787,3239,1100,1,253,0,0.0667,2.945,2154.76,0
Instagram,950212,1314,507,4630,1,258,0,0.004,0.11,722.59,1
Instagram,1274684,4869,7704,144,1,181,0,0.1529,53.5,261.74,0
Instagram,2755113,711,1125,1469,1,165,0,0.2182,0.766,3869.54,0
Instagram,1228857,2999,885,1820,1,3,0,0.1055,0.486,409.62,0
Instagram,122825,161,2841,1024,1,144,0,0.2249,2.774,758.18,0
Instagram,4514326,1335,7975,4348,1,164,0,0.1321,1.834,3378.99,0
Instagram,4463208,1311,6565,4761,0,104,0,0.0523,1.379,3401.84,1
Instagram,414650,3732,6083,4797,1,35,0,0.0281,1.268,111.08,0
Instagram,2269120,1721,4870,987,0,168,0,0.2135,4.934,1317.72,1
Instagram,4413409,816,2525,125,1,7,0,0.1163,20.2,5401.97,0
Instagram,2033951,4340,9117,2184,1,85,0,0.2739,4.174,468.54,0
Instagram,2831619,2732,4215,661,1,96,0,0.1625,6.377,1036.08,0
Instagram,1448813,4666,1938,3714,1,29,0,0.1052,0.522,310.44,0
Instagram,2519557,1335,3232,1731,1,100,1,0.1053,1.867,1885.9,0
Instagram,1256765,4143,3744,727,1,66,0,0.0403,5.15,303.27,0
Instagram,80307,1169,6221,61,1,62,0,0.1785,101.984,68.64,0
Instagram,1526584,2879,3465,4904,1,31,0,0.1751,0.707,530.06,0
Instagram,824193,4526,440,578,1,86,0,0.2402,0.761,182.06,0
Instagram,3014988,1252,461,2278,1,210,0,0.0612,0.202,2406.22,0
Instagram,3803036,357,8803,1923,1,50,0,0.0879,4.578,10623.01,0
Instagram,4722777,1841,5413,2864,1,62,0,0.0301,1.89,2563.94,0
Instagram,371666,1579,5755,1733,0,79,1,0.0893,3.321,235.23,1
Instagram,1960205,3945,5012,1186,1,231,1,0.129,4.226,496.76,0
Instagram,3624114,1928,3163,373,0,100,0,0.2892,8.48,1878.75,1
Instagram,775208,3242,6752,4102,1,128,0,0.1963,1.646,239.04,0
Instagram,2710577,3768,5,3492,1,18,0,0.2351,0.001,719.18,0
Instagram,1769017,2365,4776,2278,1,93,0,0.0983,2.097,747.68,0
Instagram,916433,1407,7038,974,1,80,0,0.0442,7.226,650.88,0
Instagram,279265,2790,6414,3910,1,102,1,0.0778,1.64,100.06,0
Instagram,2843286,1834,5739,2080,1,153,0,0.0777,2.759,1549.47,0
Instagram,3737909,2501,3970,3315,1,268,0,0.1754,1.198,1493.97,0
Instagram,273399,4070,2606,2885,1,117,0,0.1031,0.903,67.16,0
Instagram,4118943,414,98,1360,0,278,0,0.2574,0.072,9925.16,1
Instagram,1960634,1731,525,2033,1,224,0,0.2966,0.258,1132.01,0
Instagram,3733053,2835,6337,3645,1,267,0,0.1036,1.739,1316.31,0
Instagram,1416257,3855,1180,1817,1,136,0,0.2118,0.649,367.29,0
Instagram,578738,4220,8067,2276,1,225,0,0.1976,3.544,137.11,0
Instagram,4226206,3202,9881,3702,0,228,0,0.0591,2.669,1319.45,1
Instagram,2474703,74,9330,2185,1,107,0,0.2755,4.27,32996.04,0
Instagram,3202259,1309,4491,3509,1,299,0,0.0606,1.28,2444.47,0
Instagram,4228045,4930,5922,3050,1,6,0,0.2214,1.942,857.44,0
Instagram,4588695,1425,3071,81,1,127,0,0.1049,37.914,3217.88,0
Instagram,532776,3603,5641,2189,1,266,0,0.1108,2.577,147.83,0
Instagram,3952305,978,7381,4420,1,172,0,0.1372,1.67,4037.08,0
Instagram,3817292,378,2792,3681,1,213,0,0.2595,0.758,10072.01,0
Instagram,4990538,242,4778,3945,1,246,0,0.0429,1.211,20537.19,0
Instagram,240018,2252,14,2142,1,105,0,0.0173,0.007,106.53,0
Instagram,289013,3093,2415,2651,1,82,0,0.1212,0.911,93.41,0
